"id","name"
"35200d1c-6e28-471e-9faa-ff9e9229c502","Concanavalin A, Alexa Fluor 488 Conjugate"
"6ad6e707-8357-4d01-8bfa-bd1f0bf63769","MitoTracker Deep Red FM"
"7594e329-8776-408e-b23f-7d334261b486","SYTO 14 Green Fluorescent Nucleic Acid Stain"
"abbc2f78-d595-4208-8f5e-dac6dd4c7d92","Alexa Fluor 594 Phalloidin"
"cfd0c409-74a2-4878-b95d-7a449dd00be1","Wheat Germ Agglutinin, Alexa Fluor 488 Conjugate"
"e8d92624-03a3-4cd8-b182-1cd567a8cde4","Hoechst 33342"
